class_weight,criterion,file,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,presort,random_state,results,splitter
,mse,dataset,,,30,1e-07,10,2,0.0,False,,./data/video-0018-regression.csv,best
,entropy,dataset,,,40,1e-07,1,2,0.0,False,,./data/video-0019-classification.csv,best
,mse,dataset,,,40,1e-07,1,2,0.0,False,,./data/video-0019-regression.csv,best
,entropy,dataset,,,40,1e-07,2,2,0.0,False,,./data/video-0020-classification.csv,best
,mse,dataset,,,40,1e-07,2,2,0.0,False,,./data/video-0020-regression.csv,best
,entropy,dataset,,,40,1e-07,4,2,0.0,False,,./data/video-0021-classification.csv,best
,mse,dataset,,,40,1e-07,4,2,0.0,False,,./data/video-0021-regression.csv,best
,entropy,dataset,,,40,1e-07,6,2,0.0,False,,./data/video-0022-classification.csv,best
,mse,dataset,,,40,1e-07,6,2,0.0,False,,./data/video-0022-regression.csv,best
,entropy,dataset,,,40,1e-07,8,2,0.0,False,,./data/video-0023-classification.csv,best
,mse,dataset,,,40,1e-07,8,2,0.0,False,,./data/video-0023-regression.csv,best
,entropy,dataset,,,40,1e-07,10,2,0.0,False,,./data/video-0024-classification.csv,best
,mse,dataset,,,40,1e-07,10,2,0.0,False,,./data/video-0024-regression.csv,best
,entropy,dataset,,,50,1e-07,1,2,0.0,False,,./data/video-0025-classification.csv,best
,mse,dataset,,,50,1e-07,1,2,0.0,False,,./data/video-0025-regression.csv,best
,entropy,dataset,,,50,1e-07,2,2,0.0,False,,./data/video-0026-classification.csv,best
,mse,dataset,,,50,1e-07,2,2,0.0,False,,./data/video-0026-regression.csv,best
,entropy,dataset,,,50,1e-07,4,2,0.0,False,,./data/video-0027-classification.csv,best
,mse,dataset,,,50,1e-07,4,2,0.0,False,,./data/video-0027-regression.csv,best
,entropy,dataset,,,50,1e-07,6,2,0.0,False,,./data/video-0028-classification.csv,best
,mse,dataset,,,50,1e-07,6,2,0.0,False,,./data/video-0028-regression.csv,best
,entropy,dataset,,,50,1e-07,8,2,0.0,False,,./data/video-0029-classification.csv,best
,mse,dataset,,,50,1e-07,8,2,0.0,False,,./data/video-0029-regression.csv,best
,entropy,dataset,,,50,1e-07,10,2,0.0,False,,./data/video-0030-classification.csv,best
,mse,dataset,,,50,1e-07,10,2,0.0,False,,./data/video-0030-regression.csv,best
,entropy,dataset,,,60,1e-07,1,2,0.0,False,,./data/video-0031-classification.csv,best
,mse,dataset,,,60,1e-07,1,2,0.0,False,,./data/video-0031-regression.csv,best
,entropy,dataset,,,60,1e-07,2,2,0.0,False,,./data/video-0032-classification.csv,best
,mse,dataset,,,60,1e-07,2,2,0.0,False,,./data/video-0032-regression.csv,best
,entropy,dataset,,,60,1e-07,4,2,0.0,False,,./data/video-0033-classification.csv,best
,mse,dataset,,,60,1e-07,4,2,0.0,False,,./data/video-0033-regression.csv,best
,entropy,dataset,,,60,1e-07,6,2,0.0,False,,./data/video-0034-classification.csv,best
,mse,dataset,,,60,1e-07,6,2,0.0,False,,./data/video-0034-regression.csv,best
,entropy,dataset,,,60,1e-07,8,2,0.0,False,,./data/video-0035-classification.csv,best
,mse,dataset,,,60,1e-07,8,2,0.0,False,,./data/video-0035-regression.csv,best
,entropy,dataset,,,60,1e-07,10,2,0.0,False,,./data/video-0036-classification.csv,best
,mse,dataset,,,60,1e-07,10,2,0.0,False,,./data/video-0036-regression.csv,best
,entropy,dataset,,,70,1e-07,1,2,0.0,False,,./data/video-0037-classification.csv,best
,mse,dataset,,,70,1e-07,1,2,0.0,False,,./data/video-0037-regression.csv,best
,entropy,dataset,,,70,1e-07,2,2,0.0,False,,./data/video-0038-classification.csv,best
,mse,dataset,,,70,1e-07,2,2,0.0,False,,./data/video-0038-regression.csv,best
,entropy,dataset,,,70,1e-07,4,2,0.0,False,,./data/video-0039-classification.csv,best
,mse,dataset,,,70,1e-07,4,2,0.0,False,,./data/video-0039-regression.csv,best
,entropy,dataset,,,70,1e-07,6,2,0.0,False,,./data/video-0040-classification.csv,best
,mse,dataset,,,70,1e-07,6,2,0.0,False,,./data/video-0040-regression.csv,best
,entropy,dataset,,,70,1e-07,8,2,0.0,False,,./data/video-0041-classification.csv,best
,mse,dataset,,,70,1e-07,8,2,0.0,False,,./data/video-0041-regression.csv,best
,entropy,dataset,,,70,1e-07,10,2,0.0,False,,./data/video-0042-classification.csv,best
,mse,dataset,,,70,1e-07,10,2,0.0,False,,./data/video-0042-regression.csv,best
,entropy,dataset,,,80,1e-07,1,2,0.0,False,,./data/video-0043-classification.csv,best
,mse,dataset,,,80,1e-07,1,2,0.0,False,,./data/video-0043-regression.csv,best
,entropy,dataset,,,80,1e-07,2,2,0.0,False,,./data/video-0044-classification.csv,best
,mse,dataset,,,80,1e-07,2,2,0.0,False,,./data/video-0044-regression.csv,best
,entropy,dataset,,,80,1e-07,4,2,0.0,False,,./data/video-0045-classification.csv,best
,mse,dataset,,,80,1e-07,4,2,0.0,False,,./data/video-0045-regression.csv,best
,entropy,dataset,,,80,1e-07,6,2,0.0,False,,./data/video-0046-classification.csv,best
,mse,dataset,,,80,1e-07,6,2,0.0,False,,./data/video-0046-regression.csv,best
,entropy,dataset,,,80,1e-07,8,2,0.0,False,,./data/video-0047-classification.csv,best
,mse,dataset,,,80,1e-07,8,2,0.0,False,,./data/video-0047-regression.csv,best
,entropy,dataset,,,80,1e-07,10,2,0.0,False,,./data/video-0048-classification.csv,best
,mse,dataset,,,80,1e-07,10,2,0.0,False,,./data/video-0048-regression.csv,best
,entropy,dataset,,,90,1e-07,1,2,0.0,False,,./data/video-0049-classification.csv,best
,mse,dataset,,,90,1e-07,1,2,0.0,False,,./data/video-0049-regression.csv,best
,entropy,dataset,,,90,1e-07,2,2,0.0,False,,./data/video-0050-classification.csv,best
,mse,dataset,,,90,1e-07,2,2,0.0,False,,./data/video-0050-regression.csv,best
,entropy,dataset,,,90,1e-07,4,2,0.0,False,,./data/video-0051-classification.csv,best
,mse,dataset,,,90,1e-07,4,2,0.0,False,,./data/video-0051-regression.csv,best
,entropy,dataset,,,90,1e-07,6,2,0.0,False,,./data/video-0052-classification.csv,best
,mse,dataset,,,90,1e-07,6,2,0.0,False,,./data/video-0052-regression.csv,best
,entropy,dataset,,,90,1e-07,8,2,0.0,False,,./data/video-0053-classification.csv,best
,mse,dataset,,,90,1e-07,8,2,0.0,False,,./data/video-0053-regression.csv,best
,entropy,dataset,,,90,1e-07,10,2,0.0,False,,./data/video-0054-classification.csv,best
,mse,dataset,,,90,1e-07,10,2,0.0,False,,./data/video-0054-regression.csv,best
,entropy,dataset,10.0,,10,1e-07,1,2,0.0,False,,./data/video-0055-classification.csv,best
,mse,dataset,10.0,,10,1e-07,1,2,0.0,False,,./data/video-0055-regression.csv,best
,entropy,dataset,10.0,,10,1e-07,2,2,0.0,False,,./data/video-0056-classification.csv,best
,mse,dataset,10.0,,10,1e-07,2,2,0.0,False,,./data/video-0056-regression.csv,best
,entropy,dataset,10.0,,10,1e-07,4,2,0.0,False,,./data/video-0057-classification.csv,best
,mse,dataset,10.0,,10,1e-07,4,2,0.0,False,,./data/video-0057-regression.csv,best
,entropy,dataset,10.0,,10,1e-07,6,2,0.0,False,,./data/video-0058-classification.csv,best
,mse,dataset,10.0,,10,1e-07,6,2,0.0,False,,./data/video-0058-regression.csv,best
,entropy,dataset,10.0,,10,1e-07,8,2,0.0,False,,./data/video-0059-classification.csv,best
,mse,dataset,10.0,,10,1e-07,8,2,0.0,False,,./data/video-0059-regression.csv,best
,entropy,dataset,10.0,,10,1e-07,10,2,0.0,False,,./data/video-0060-classification.csv,best
,mse,dataset,10.0,,10,1e-07,10,2,0.0,False,,./data/video-0060-regression.csv,best
,entropy,dataset,10.0,,20,1e-07,1,2,0.0,False,,./data/video-0061-classification.csv,best
,mse,dataset,10.0,,20,1e-07,1,2,0.0,False,,./data/video-0061-regression.csv,best
,entropy,dataset,10.0,,20,1e-07,2,2,0.0,False,,./data/video-0062-classification.csv,best
,mse,dataset,10.0,,20,1e-07,2,2,0.0,False,,./data/video-0062-regression.csv,best
,entropy,dataset,10.0,,20,1e-07,4,2,0.0,False,,./data/video-0063-classification.csv,best
,mse,dataset,10.0,,20,1e-07,4,2,0.0,False,,./data/video-0063-regression.csv,best
,entropy,dataset,10.0,,20,1e-07,6,2,0.0,False,,./data/video-0064-classification.csv,best
,mse,dataset,10.0,,20,1e-07,6,2,0.0,False,,./data/video-0064-regression.csv,best
,entropy,dataset,10.0,,20,1e-07,8,2,0.0,False,,./data/video-0065-classification.csv,best
,mse,dataset,10.0,,20,1e-07,8,2,0.0,False,,./data/video-0065-regression.csv,best
,entropy,dataset,10.0,,20,1e-07,10,2,0.0,False,,./data/video-0066-classification.csv,best
,mse,dataset,10.0,,20,1e-07,10,2,0.0,False,,./data/video-0066-regression.csv,best
,entropy,dataset,10.0,,30,1e-07,1,2,0.0,False,,./data/video-0067-classification.csv,best
,mse,dataset,10.0,,30,1e-07,1,2,0.0,False,,./data/video-0067-regression.csv,best
,entropy,dataset,10.0,,30,1e-07,2,2,0.0,False,,./data/video-0068-classification.csv,best
,mse,dataset,10.0,,30,1e-07,2,2,0.0,False,,./data/video-0068-regression.csv,best
,entropy,dataset,10.0,,30,1e-07,4,2,0.0,False,,./data/video-0069-classification.csv,best
,mse,dataset,10.0,,30,1e-07,4,2,0.0,False,,./data/video-0069-regression.csv,best
,entropy,dataset,10.0,,30,1e-07,6,2,0.0,False,,./data/video-0070-classification.csv,best
,mse,dataset,10.0,,30,1e-07,6,2,0.0,False,,./data/video-0070-regression.csv,best
,entropy,dataset,10.0,,30,1e-07,8,2,0.0,False,,./data/video-0071-classification.csv,best
,mse,dataset,10.0,,30,1e-07,8,2,0.0,False,,./data/video-0071-regression.csv,best
,entropy,dataset,10.0,,30,1e-07,10,2,0.0,False,,./data/video-0072-classification.csv,best
,mse,dataset,10.0,,30,1e-07,10,2,0.0,False,,./data/video-0072-regression.csv,best
,entropy,dataset,10.0,,40,1e-07,1,2,0.0,False,,./data/video-0073-classification.csv,best
,mse,dataset,10.0,,40,1e-07,1,2,0.0,False,,./data/video-0073-regression.csv,best
,entropy,dataset,10.0,,40,1e-07,2,2,0.0,False,,./data/video-0074-classification.csv,best
,mse,dataset,10.0,,40,1e-07,2,2,0.0,False,,./data/video-0074-regression.csv,best
,entropy,dataset,10.0,,40,1e-07,4,2,0.0,False,,./data/video-0075-classification.csv,best
,mse,dataset,10.0,,40,1e-07,4,2,0.0,False,,./data/video-0075-regression.csv,best
,entropy,dataset,10.0,,40,1e-07,6,2,0.0,False,,./data/video-0076-classification.csv,best
,mse,dataset,10.0,,40,1e-07,6,2,0.0,False,,./data/video-0076-regression.csv,best
,entropy,dataset,10.0,,40,1e-07,8,2,0.0,False,,./data/video-0077-classification.csv,best
,mse,dataset,10.0,,40,1e-07,8,2,0.0,False,,./data/video-0077-regression.csv,best
,entropy,dataset,10.0,,40,1e-07,10,2,0.0,False,,./data/video-0078-classification.csv,best
,mse,dataset,10.0,,40,1e-07,10,2,0.0,False,,./data/video-0078-regression.csv,best
,entropy,dataset,10.0,,50,1e-07,1,2,0.0,False,,./data/video-0079-classification.csv,best
,mse,dataset,10.0,,50,1e-07,1,2,0.0,False,,./data/video-0079-regression.csv,best
,entropy,dataset,10.0,,50,1e-07,2,2,0.0,False,,./data/video-0080-classification.csv,best
,mse,dataset,10.0,,50,1e-07,2,2,0.0,False,,./data/video-0080-regression.csv,best
,entropy,dataset,10.0,,50,1e-07,4,2,0.0,False,,./data/video-0081-classification.csv,best
,mse,dataset,10.0,,50,1e-07,4,2,0.0,False,,./data/video-0081-regression.csv,best
,entropy,dataset,10.0,,50,1e-07,6,2,0.0,False,,./data/video-0082-classification.csv,best
,mse,dataset,10.0,,50,1e-07,6,2,0.0,False,,./data/video-0082-regression.csv,best
,entropy,dataset,10.0,,50,1e-07,8,2,0.0,False,,./data/video-0083-classification.csv,best
,mse,dataset,10.0,,50,1e-07,8,2,0.0,False,,./data/video-0083-regression.csv,best
,entropy,dataset,10.0,,50,1e-07,10,2,0.0,False,,./data/video-0084-classification.csv,best
,mse,dataset,10.0,,50,1e-07,10,2,0.0,False,,./data/video-0084-regression.csv,best
,entropy,dataset,10.0,,60,1e-07,1,2,0.0,False,,./data/video-0085-classification.csv,best
,mse,dataset,10.0,,60,1e-07,1,2,0.0,False,,./data/video-0085-regression.csv,best
,entropy,dataset,10.0,,60,1e-07,2,2,0.0,False,,./data/video-0086-classification.csv,best
,mse,dataset,10.0,,60,1e-07,2,2,0.0,False,,./data/video-0086-regression.csv,best
,entropy,dataset,10.0,,60,1e-07,4,2,0.0,False,,./data/video-0087-classification.csv,best
,mse,dataset,10.0,,60,1e-07,4,2,0.0,False,,./data/video-0087-regression.csv,best
,entropy,dataset,10.0,,60,1e-07,6,2,0.0,False,,./data/video-0088-classification.csv,best
,mse,dataset,10.0,,60,1e-07,6,2,0.0,False,,./data/video-0088-regression.csv,best
,entropy,dataset,10.0,,60,1e-07,8,2,0.0,False,,./data/video-0089-classification.csv,best
,mse,dataset,10.0,,60,1e-07,8,2,0.0,False,,./data/video-0089-regression.csv,best
,entropy,dataset,10.0,,60,1e-07,10,2,0.0,False,,./data/video-0090-classification.csv,best
,mse,dataset,10.0,,60,1e-07,10,2,0.0,False,,./data/video-0090-regression.csv,best
,entropy,dataset,10.0,,70,1e-07,1,2,0.0,False,,./data/video-0091-classification.csv,best
,mse,dataset,10.0,,70,1e-07,1,2,0.0,False,,./data/video-0091-regression.csv,best
,entropy,dataset,10.0,,70,1e-07,2,2,0.0,False,,./data/video-0092-classification.csv,best
,mse,dataset,10.0,,70,1e-07,2,2,0.0,False,,./data/video-0092-regression.csv,best
,entropy,dataset,10.0,,70,1e-07,4,2,0.0,False,,./data/video-0093-classification.csv,best
,mse,dataset,10.0,,70,1e-07,4,2,0.0,False,,./data/video-0093-regression.csv,best
,entropy,dataset,10.0,,70,1e-07,6,2,0.0,False,,./data/video-0094-classification.csv,best
,mse,dataset,10.0,,70,1e-07,6,2,0.0,False,,./data/video-0094-regression.csv,best
,entropy,dataset,10.0,,70,1e-07,8,2,0.0,False,,./data/video-0095-classification.csv,best
,mse,dataset,10.0,,70,1e-07,8,2,0.0,False,,./data/video-0095-regression.csv,best
,entropy,dataset,10.0,,70,1e-07,10,2,0.0,False,,./data/video-0096-classification.csv,best
,mse,dataset,10.0,,70,1e-07,10,2,0.0,False,,./data/video-0096-regression.csv,best
,entropy,dataset,10.0,,80,1e-07,1,2,0.0,False,,./data/video-0097-classification.csv,best
,mse,dataset,10.0,,80,1e-07,1,2,0.0,False,,./data/video-0097-regression.csv,best
,entropy,dataset,10.0,,80,1e-07,2,2,0.0,False,,./data/video-0098-classification.csv,best
,mse,dataset,10.0,,80,1e-07,2,2,0.0,False,,./data/video-0098-regression.csv,best
,entropy,dataset,10.0,,80,1e-07,4,2,0.0,False,,./data/video-0099-classification.csv,best
,mse,dataset,10.0,,80,1e-07,4,2,0.0,False,,./data/video-0099-regression.csv,best
,entropy,dataset,10.0,,80,1e-07,6,2,0.0,False,,./data/video-0100-classification.csv,best
,mse,dataset,10.0,,80,1e-07,6,2,0.0,False,,./data/video-0100-regression.csv,best
,entropy,dataset,10.0,,80,1e-07,8,2,0.0,False,,./data/video-0101-classification.csv,best
,mse,dataset,10.0,,80,1e-07,8,2,0.0,False,,./data/video-0101-regression.csv,best
,entropy,dataset,10.0,,80,1e-07,10,2,0.0,False,,./data/video-0102-classification.csv,best
,mse,dataset,10.0,,80,1e-07,10,2,0.0,False,,./data/video-0102-regression.csv,best
,entropy,dataset,10.0,,90,1e-07,1,2,0.0,False,,./data/video-0103-classification.csv,best
,mse,dataset,10.0,,90,1e-07,1,2,0.0,False,,./data/video-0103-regression.csv,best
,entropy,dataset,10.0,,90,1e-07,2,2,0.0,False,,./data/video-0104-classification.csv,best
,mse,dataset,10.0,,90,1e-07,2,2,0.0,False,,./data/video-0104-regression.csv,best
,entropy,dataset,10.0,,90,1e-07,4,2,0.0,False,,./data/video-0105-classification.csv,best
,mse,dataset,10.0,,90,1e-07,4,2,0.0,False,,./data/video-0105-regression.csv,best
,entropy,dataset,10.0,,90,1e-07,6,2,0.0,False,,./data/video-0106-classification.csv,best
,mse,dataset,10.0,,90,1e-07,6,2,0.0,False,,./data/video-0106-regression.csv,best
,entropy,dataset,10.0,,90,1e-07,8,2,0.0,False,,./data/video-0107-classification.csv,best
,mse,dataset,10.0,,90,1e-07,8,2,0.0,False,,./data/video-0107-regression.csv,best
,entropy,dataset,10.0,,90,1e-07,10,2,0.0,False,,./data/video-0108-classification.csv,best
,mse,dataset,10.0,,90,1e-07,10,2,0.0,False,,./data/video-0108-regression.csv,best
,entropy,dataset,20.0,,10,1e-07,1,2,0.0,False,,./data/video-0109-classification.csv,best
,mse,dataset,20.0,,10,1e-07,1,2,0.0,False,,./data/video-0109-regression.csv,best
,entropy,dataset,20.0,,10,1e-07,2,2,0.0,False,,./data/video-0110-classification.csv,best
,mse,dataset,20.0,,10,1e-07,2,2,0.0,False,,./data/video-0110-regression.csv,best
,entropy,dataset,20.0,,10,1e-07,4,2,0.0,False,,./data/video-0111-classification.csv,best
,mse,dataset,20.0,,10,1e-07,4,2,0.0,False,,./data/video-0111-regression.csv,best
,entropy,dataset,20.0,,10,1e-07,6,2,0.0,False,,./data/video-0112-classification.csv,best
,mse,dataset,20.0,,10,1e-07,6,2,0.0,False,,./data/video-0112-regression.csv,best
,entropy,dataset,20.0,,10,1e-07,8,2,0.0,False,,./data/video-0113-classification.csv,best
,mse,dataset,20.0,,10,1e-07,8,2,0.0,False,,./data/video-0113-regression.csv,best
,entropy,dataset,20.0,,10,1e-07,10,2,0.0,False,,./data/video-0114-classification.csv,best
,mse,dataset,20.0,,10,1e-07,10,2,0.0,False,,./data/video-0114-regression.csv,best
,entropy,dataset,20.0,,20,1e-07,1,2,0.0,False,,./data/video-0115-classification.csv,best
,mse,dataset,20.0,,20,1e-07,1,2,0.0,False,,./data/video-0115-regression.csv,best
,entropy,dataset,20.0,,20,1e-07,2,2,0.0,False,,./data/video-0116-classification.csv,best
,mse,dataset,20.0,,20,1e-07,2,2,0.0,False,,./data/video-0116-regression.csv,best
,entropy,dataset,20.0,,20,1e-07,4,2,0.0,False,,./data/video-0117-classification.csv,best
,mse,dataset,20.0,,20,1e-07,4,2,0.0,False,,./data/video-0117-regression.csv,best
,entropy,dataset,20.0,,20,1e-07,6,2,0.0,False,,./data/video-0118-classification.csv,best
,mse,dataset,20.0,,20,1e-07,6,2,0.0,False,,./data/video-0118-regression.csv,best
,entropy,dataset,20.0,,20,1e-07,8,2,0.0,False,,./data/video-0119-classification.csv,best
,mse,dataset,20.0,,20,1e-07,8,2,0.0,False,,./data/video-0119-regression.csv,best
,entropy,dataset,20.0,,20,1e-07,10,2,0.0,False,,./data/video-0120-classification.csv,best
,mse,dataset,20.0,,20,1e-07,10,2,0.0,False,,./data/video-0120-regression.csv,best
,entropy,dataset,20.0,,30,1e-07,1,2,0.0,False,,./data/video-0121-classification.csv,best
,mse,dataset,20.0,,30,1e-07,1,2,0.0,False,,./data/video-0121-regression.csv,best
,entropy,dataset,20.0,,30,1e-07,2,2,0.0,False,,./data/video-0122-classification.csv,best
,mse,dataset,20.0,,30,1e-07,2,2,0.0,False,,./data/video-0122-regression.csv,best
,entropy,dataset,20.0,,30,1e-07,4,2,0.0,False,,./data/video-0123-classification.csv,best
,mse,dataset,20.0,,30,1e-07,4,2,0.0,False,,./data/video-0123-regression.csv,best
,entropy,dataset,20.0,,30,1e-07,6,2,0.0,False,,./data/video-0124-classification.csv,best
,mse,dataset,20.0,,30,1e-07,6,2,0.0,False,,./data/video-0124-regression.csv,best
,entropy,dataset,20.0,,30,1e-07,8,2,0.0,False,,./data/video-0125-classification.csv,best
,mse,dataset,20.0,,30,1e-07,8,2,0.0,False,,./data/video-0125-regression.csv,best
,entropy,dataset,20.0,,30,1e-07,10,2,0.0,False,,./data/video-0126-classification.csv,best
,mse,dataset,20.0,,30,1e-07,10,2,0.0,False,,./data/video-0126-regression.csv,best
,entropy,dataset,20.0,,40,1e-07,1,2,0.0,False,,./data/video-0127-classification.csv,best
,mse,dataset,20.0,,40,1e-07,1,2,0.0,False,,./data/video-0127-regression.csv,best
,entropy,dataset,20.0,,40,1e-07,2,2,0.0,False,,./data/video-0128-classification.csv,best
,mse,dataset,20.0,,40,1e-07,2,2,0.0,False,,./data/video-0128-regression.csv,best
,entropy,dataset,20.0,,40,1e-07,4,2,0.0,False,,./data/video-0129-classification.csv,best
,mse,dataset,20.0,,40,1e-07,4,2,0.0,False,,./data/video-0129-regression.csv,best
,entropy,dataset,20.0,,40,1e-07,6,2,0.0,False,,./data/video-0130-classification.csv,best
,mse,dataset,20.0,,40,1e-07,6,2,0.0,False,,./data/video-0130-regression.csv,best
,entropy,dataset,20.0,,40,1e-07,8,2,0.0,False,,./data/video-0131-classification.csv,best
,mse,dataset,20.0,,40,1e-07,8,2,0.0,False,,./data/video-0131-regression.csv,best
,entropy,dataset,20.0,,40,1e-07,10,2,0.0,False,,./data/video-0132-classification.csv,best
,mse,dataset,20.0,,40,1e-07,10,2,0.0,False,,./data/video-0132-regression.csv,best
,entropy,dataset,20.0,,50,1e-07,1,2,0.0,False,,./data/video-0133-classification.csv,best
,mse,dataset,20.0,,50,1e-07,1,2,0.0,False,,./data/video-0133-regression.csv,best
,entropy,dataset,20.0,,50,1e-07,2,2,0.0,False,,./data/video-0134-classification.csv,best
,mse,dataset,20.0,,50,1e-07,2,2,0.0,False,,./data/video-0134-regression.csv,best
,entropy,dataset,20.0,,50,1e-07,4,2,0.0,False,,./data/video-0135-classification.csv,best
,mse,dataset,20.0,,50,1e-07,4,2,0.0,False,,./data/video-0135-regression.csv,best
,entropy,dataset,20.0,,50,1e-07,6,2,0.0,False,,./data/video-0136-classification.csv,best
,mse,dataset,20.0,,50,1e-07,6,2,0.0,False,,./data/video-0136-regression.csv,best
,entropy,dataset,20.0,,50,1e-07,8,2,0.0,False,,./data/video-0137-classification.csv,best
,mse,dataset,20.0,,50,1e-07,8,2,0.0,False,,./data/video-0137-regression.csv,best
,entropy,dataset,20.0,,50,1e-07,10,2,0.0,False,,./data/video-0138-classification.csv,best
,mse,dataset,20.0,,50,1e-07,10,2,0.0,False,,./data/video-0138-regression.csv,best
,entropy,dataset,20.0,,60,1e-07,1,2,0.0,False,,./data/video-0139-classification.csv,best
,mse,dataset,20.0,,60,1e-07,1,2,0.0,False,,./data/video-0139-regression.csv,best
,entropy,dataset,20.0,,60,1e-07,2,2,0.0,False,,./data/video-0140-classification.csv,best
,mse,dataset,20.0,,60,1e-07,2,2,0.0,False,,./data/video-0140-regression.csv,best
,entropy,dataset,20.0,,60,1e-07,4,2,0.0,False,,./data/video-0141-classification.csv,best
,mse,dataset,20.0,,60,1e-07,4,2,0.0,False,,./data/video-0141-regression.csv,best
,entropy,dataset,20.0,,60,1e-07,6,2,0.0,False,,./data/video-0142-classification.csv,best
,mse,dataset,20.0,,60,1e-07,6,2,0.0,False,,./data/video-0142-regression.csv,best
,entropy,dataset,20.0,,60,1e-07,8,2,0.0,False,,./data/video-0143-classification.csv,best
,mse,dataset,20.0,,60,1e-07,8,2,0.0,False,,./data/video-0143-regression.csv,best
,entropy,dataset,20.0,,60,1e-07,10,2,0.0,False,,./data/video-0144-classification.csv,best
,mse,dataset,20.0,,60,1e-07,10,2,0.0,False,,./data/video-0144-regression.csv,best
,entropy,dataset,20.0,,70,1e-07,1,2,0.0,False,,./data/video-0145-classification.csv,best
,mse,dataset,20.0,,70,1e-07,1,2,0.0,False,,./data/video-0145-regression.csv,best
,entropy,dataset,20.0,,70,1e-07,2,2,0.0,False,,./data/video-0146-classification.csv,best
,mse,dataset,20.0,,70,1e-07,2,2,0.0,False,,./data/video-0146-regression.csv,best
,entropy,dataset,20.0,,70,1e-07,4,2,0.0,False,,./data/video-0147-classification.csv,best
,mse,dataset,20.0,,70,1e-07,4,2,0.0,False,,./data/video-0147-regression.csv,best
,entropy,dataset,20.0,,70,1e-07,6,2,0.0,False,,./data/video-0148-classification.csv,best
,mse,dataset,20.0,,70,1e-07,6,2,0.0,False,,./data/video-0148-regression.csv,best
,entropy,dataset,20.0,,70,1e-07,8,2,0.0,False,,./data/video-0149-classification.csv,best
,mse,dataset,20.0,,70,1e-07,8,2,0.0,False,,./data/video-0149-regression.csv,best
